,date,symbol,reportedCurrency,fillingDate,acceptedDate,period,netIncome,depreciationAndAmortization,deferredIncomeTax,stockBasedCompensation,changeInWorkingCapital,accountsReceivables,inventory,accountsPayables,otherWorkingCapital,otherNonCashItems,netCashProvidedByOperatingActivities,investmentsInPropertyPlantAndEquipment,acquisitionsNet,purchasesOfInvestments,salesMaturitiesOfInvestments,otherInvestingActivites,netCashUsedForInvestingActivites,debtRepayment,commonStockIssued,commonStockRepurchased,dividendsPaid,otherFinancingActivites,netCashUsedProvidedByFinancingActivities,effectOfForexChangesOnCash,netChangeInCash,cashAtEndOfPeriod,cashAtBeginningOfPeriod,operatingCashFlow,capitalExpenditure,freeCashFlow,link,finalLink,timestamp,est_time,est_date
0,2020-12-31,RARE,USD,2021-02-12,2021-02-11 18:37:47,FY,-186566000.0,12261000.0,0.0,85735000.0,104663000.0,9840000.0,-1346000.0,0.0,66568000.0,21463000.0,-132220000.0,-43905000.0,0.0,-850299000.0,720638000.0,-5555000.0,-179121000.0,0.0,511215000.0,0.0,0.0,-236000.0,600272000.0,-221000.0,290050000,726294000.0,436244000.0,-132220000.0,-43905000.0,-176125000.0,https://www.sec.gov/Archives/edgar/data/1515673/000156459021005610/0001564590-21-005610-index.htm,https://www.sec.gov/Archives/edgar/data/1515673/000156459021005610/rare-10k_20201231.htm,1620597069,17:51:09,20210509
1,2019-12-31,RARE,USD,2020-02-14,2020-02-13 18:33:24,FY,-402727000.0,8539000.0,0.0,81995000.0,300073000.0,-20104000.0,-4451000.0,0.0,747717000.0,1692000.0,-345383000.0,-24832000.0,0.0,-707163000.0,718956000.0,0.0,-13039000.0,0.0,355243000.0,0.0,0.0,314234000.0,679306000.0,688000.0,320719000,436244000.0,115525000.0,-345383000.0,-24832000.0,-370215000.0,https://www.sec.gov/Archives/edgar/data/1515673/000156459020004667/0001564590-20-004667-index.htm,https://www.sec.gov/Archives/edgar/data/1515673/000156459020004667/rare-10k_20191231.htm,1620597069,17:51:09,20210509
2,2018-12-31,RARE,USD,2019-02-20,2019-02-19 18:25:05,FY,-197611000.0,19538000.0,0.0,80107000.0,249075000.0,-7583000.0,-5283000.0,3372000.0,447644000.0,-156000.0,-290566000.0,-4076000.0,0.0,-509796000.0,310219000.0,170322000.0,-33331000.0,0.0,309025000.0,0.0,0.0,0.0,336853000.0,5309000.0,12484000,115525000.0,103041000.0,-290566000.0,-4076000.0,-294642000.0,https://www.sec.gov/Archives/edgar/data/1515673/000156459019003324/0001564590-19-003324-index.htm,https://www.sec.gov/Archives/edgar/data/1515673/000156459019003324/rare-10k_20181231.htm,1620597069,17:51:09,20210509
3,2017-12-31,RARE,USD,2018-02-21,2018-02-21 06:07:40,FY,-302139000.0,5825000.0,0.0,68014000.0,-142867000.0,0.0,0.0,3459000.0,198569000.0,0.0,-253843000.0,-2793000.0,-143000000.0,-230487000.0,431566000.0,934000.0,56416000.0,-4944000.0,131960000.0,0.0,0.0,0.0,136267000.0,-7018000.0,-60632000,100488000.0,161120000.0,-253843000.0,-2793000.0,-256636000.0,https://www.sec.gov/Archives/edgar/data/1515673/000156459018002535/0001564590-18-002535-index.htm,https://www.sec.gov/Archives/edgar/data/1515673/000156459018002535/rare-10k_20171231.htm,1620597069,17:51:09,20210509
4,2016-12-31,RARE,USD,2017-02-17,2017-02-16 18:43:23,FY,-245874000.0,3424000.0,0.0,48309000.0,-80853000.0,0.0,0.0,2502000.0,341436000.0,700000.0,-160975000.0,-10188000.0,0.0,-442490000.0,543795000.0,-1202000.0,89915000.0,0.0,79486000.0,0.0,0.0,0.0,138676000.0,1322000.0,67551000,161120000.0,93569000.0,-160975000.0,-10188000.0,-171163000.0,https://www.sec.gov/Archives/edgar/data/1515673/000156459017001714/0001564590-17-001714-index.htm,https://www.sec.gov/Archives/edgar/data/1515673/000156459017001714/rare-10k_20161231.htm,1620597069,17:51:09,20210509
5,2015-12-31,RARE,USD,2016-02-26,2016-02-25 18:40:04,FY,-145618000.0,1384000.0,0.0,24884000.0,241390000.0,0.0,0.0,-1982000.0,422289000.0,0.0,-105977000.0,-4955000.0,0.0,-624226000.0,338371000.0,-1541000.0,-292351000.0,0.0,467573000.0,0.0,0.0,0.0,467573000.0,0.0,69245000,93569000.0,24324000.0,-105977000.0,-4955000.0,-110932000.0,https://www.sec.gov/Archives/edgar/data/1515673/000156459016013430/0001564590-16-013430-index.htm,https://www.sec.gov/Archives/edgar/data/1515673/000156459016013430/rare-10k_20151231.htm,1620597069,17:51:09,20210509
6,2014-12-31,RARE,USD,2015-03-27,2015-03-27 17:17:25,FY,-59802000.0,684000.0,0.0,5394000.0,2166000.0,0.0,0.0,3177000.0,180899000.0,0.0,-44634000.0,-2149000.0,0.0,-208972000.0,87974000.0,-293000.0,-123440000.0,0.0,189317000.0,0.0,-4346000.0,0.0,184971000.0,0.0,16897000,24324000.0,7427000.0,-44634000.0,-2149000.0,-46783000.0,https://www.sec.gov/Archives/edgar/data/1515673/000156459015002066/0001564590-15-002066-index.htm,https://www.sec.gov/Archives/edgar/data/1515673/000156459015002066/rare-10k_20141231.htm,1620597069,17:51:09,20210509
7,2013-12-31,RARE,USD,2013-12-31,2013-12-31,FY,-35070000.0,444000.0,0.0,657000.0,-1545000.0,0.0,0.0,237000.0,-2615000.0,0.0,-31200000.0,-407000.0,0.0,-63953000.0,16601000.0,25000.0,-47734000.0,0.0,171000.0,0.0,0.0,0.0,171000.0,0.0,-78763000,7427000.0,86190000.0,-31200000.0,-407000.0,-31607000.0,,,1620597069,17:51:09,20210509
8,2012-12-31,RARE,USD,2012-12-31,2012-12-31,FY,-16334000.0,313000.0,0.0,891000.0,2324000.0,0.0,0.0,858000.0,8000.0,0.0,-12504000.0,-1091000.0,0.0,0.0,0.0,-100000.0,-1191000.0,0.0,131000.0,0.0,0.0,0.0,89240000.0,0.0,75545000,86190000.0,10645000.0,-12504000.0,-1091000.0,-13595000.0,,,1620597069,17:51:09,20210509
9,2011-12-31,RARE,USD,2011-12-31,2011-12-31,FY,-6849000.0,34000.0,0.0,254000.0,453000.0,0.0,0.0,252000.0,-41000.0,270000.0,-5825000.0,-548000.0,0.0,0.0,0.0,-376000.0,-924000.0,0.0,0.0,0.0,0.0,0.0,17329000.0,0.0,10580000,10645000.0,65000.0,-5825000.0,-548000.0,-6373000.0,,,1620597069,17:51:09,20210509
