,date,symbol,reportedCurrency,fillingDate,acceptedDate,period,netIncome,depreciationAndAmortization,deferredIncomeTax,stockBasedCompensation,changeInWorkingCapital,accountsReceivables,inventory,accountsPayables,otherWorkingCapital,otherNonCashItems,netCashProvidedByOperatingActivities,investmentsInPropertyPlantAndEquipment,acquisitionsNet,purchasesOfInvestments,salesMaturitiesOfInvestments,otherInvestingActivites,netCashUsedForInvestingActivites,debtRepayment,commonStockIssued,commonStockRepurchased,dividendsPaid,otherFinancingActivites,netCashUsedProvidedByFinancingActivities,effectOfForexChangesOnCash,netChangeInCash,cashAtEndOfPeriod,cashAtBeginningOfPeriod,operatingCashFlow,capitalExpenditure,freeCashFlow,link,finalLink,timestamp,est_time,est_date
0,2020-12-31,CSOD,USD,2021-02-22,2021-02-22 16:02:55,FY,-39982000.0,116986000.0,-54189000.0,75228000.0,-319326000.0,-30969000.0,0.0,-11911000.0,-146658000.0,11792000.0,96934000.0,0.0,-1295508000.0,-20419000.0,272173000.0,-1387000.0,-1078001000.0,-52512000.0,32889000.0,0.0,0.0,-30429000.0,917186000.0,3828000.0,-60053000.0,155854000.0,215907000.0,96934000.0,-32860000.0,64074000.0,https://www.sec.gov/Archives/edgar/data/1401680/000140168021000011/0001401680-21-000011-index.htm,https://www.sec.gov/Archives/edgar/data/1401680/000140168021000011/csod-20201231.htm,1620590751,16:05:51,20210509
1,2019-12-31,CSOD,USD,2020-02-25,2020-02-25 17:13:36,FY,-4054000.0,41599000.0,61000.0,72430000.0,56000.0,-5554000.0,0.0,-8759000.0,172668000.0,4207000.0,115549000.0,0.0,0.0,-291426000.0,236401000.0,0.0,-97727000.0,0.0,0.0,-22356000.0,0.0,-5469000.0,14775000.0,-286000.0,32311000.0,215907000.0,183596000.0,115549000.0,-42702000.0,72847000.0,https://www.sec.gov/Archives/edgar/data/1401680/000140168020000004/0001401680-20-000004-index.htm,https://www.sec.gov/Archives/edgar/data/1401680/000140168020000004/a10-k20191231q4.htm,1620590751,16:05:51,20210509
2,2018-12-31,CSOD,USD,2019-02-26,2019-02-26 16:40:45,FY,-33842000.0,35260000.0,123000.0,66557000.0,34735000.0,27199000.0,0.0,-5496000.0,172612000.0,8929000.0,90253000.0,0.0,0.0,-125109000.0,185733000.0,0.0,-20876000.0,-253000000.0,0.0,-79266000.0,0.0,-152000.0,-278016000.0,-1341000.0,-209980000.0,183596000.0,393576000.0,90253000.0,-40410000.0,49843000.0,https://www.sec.gov/Archives/edgar/data/1401680/000140168019000006/0001401680-19-000006-index.htm,https://www.sec.gov/Archives/edgar/data/1401680/000140168019000006/a10-k20181231q4.htm,1620590751,16:05:51,20210509
3,2017-12-31,CSOD,USD,2018-02-27,2018-02-27 17:26:34,FY,-61335000.0,35377000.0,52000.0,65924000.0,-9325000.0,-14317000.0,0.0,-6820000.0,137877000.0,9833000.0,67510000.0,0.0,0.0,-323413000.0,314418000.0,0.0,-36666000.0,0.0,0.0,-20734000.0,0.0,0.0,276852000.0,2580000.0,310276000.0,393576000.0,83300000.0,67510000.0,-27671000.0,39839000.0,https://www.sec.gov/Archives/edgar/data/1401680/000140168018000004/0001401680-18-000004-index.htm,https://www.sec.gov/Archives/edgar/data/1401680/000140168018000004/a10-k20171231q4.htm,1620590751,16:05:51,20210509
4,2016-12-31,CSOD,USD,2017-02-24,2017-02-24 17:22:43,FY,-66837000.0,32392000.0,-736000.0,54699000.0,50217000.0,-38092000.0,0.0,5939000.0,147202000.0,9130000.0,35252000.0,0.0,0.0,-210534000.0,151533000.0,0.0,-81638000.0,-33000.0,0.0,0.0,0.0,0.0,23515000.0,-1520000.0,-24391000.0,83300000.0,107691000.0,35252000.0,-22637000.0,12615000.0,https://www.sec.gov/Archives/edgar/data/1401680/000140168017000004/0001401680-17-000004-index.htm,https://www.sec.gov/Archives/edgar/data/1401680/000140168017000004/a10-k20161231q4.htm,1620590751,16:05:51,20210509
5,2015-12-31,CSOD,USD,2016-02-26,2016-02-26 17:32:31,FY,-85516000.0,27512000.0,-105000.0,43081000.0,-78970000.0,-21837000.0,0.0,4444000.0,96985000.0,8691000.0,43796000.0,-15633000.0,0.0,-220383000.0,138360000.0,0.0,-110939000.0,-554000.0,0.0,0.0,0.0,0.0,11005000.0,-2728000.0,-58866000.0,107691000.0,166557000.0,43796000.0,-28916000.0,14880000.0,https://www.sec.gov/Archives/edgar/data/1401680/000140168016000026/0001401680-16-000026-index.htm,https://www.sec.gov/Archives/edgar/data/1401680/000140168016000026/a10-k20151231q4.htm,1620590751,16:05:51,20210509
6,2014-12-31,CSOD,USD,2015-02-27,2015-02-27 17:28:01,FY,-64899000.0,15086000.0,-7000.0,33680000.0,-58222000.0,-18674000.0,0.0,4562000.0,175955000.0,8274000.0,33009000.0,-11025000.0,0.0,-124191000.0,203078000.0,0.0,15005000.0,-1445000.0,0.0,0.0,0.0,0.0,10840000.0,-1880000.0,56974000.0,166557000.0,109583000.0,33009000.0,-20554000.0,12455000.0,https://www.sec.gov/Archives/edgar/data/1401680/000140168015000006/0001401680-15-000006-index.htm,https://www.sec.gov/Archives/edgar/data/1401680/000140168015000006/a10-k20141231.htm,1620590751,16:05:51,20210509
7,2013-12-31,CSOD,USD,2014-02-26,2014-02-26 17:27:19,FY,-40426000.0,9700000.0,-865000.0,20840000.0,206642000.0,-19046000.0,0.0,5082000.0,234177000.0,4273000.0,17431000.0,-8762000.0,0.0,-203959000.0,6182000.0,0.0,-213445000.0,-5785000.0,0.0,0.0,0.0,-49537000.0,228928000.0,227000.0,33141000.0,109583000.0,76442000.0,17431000.0,-15668000.0,1763000.0,https://www.sec.gov/Archives/edgar/data/1401680/000140168014000004/0001401680-14-000004-index.htm,https://www.sec.gov/Archives/edgar/data/1401680/000140168014000004/a10-k20131231.htm,1620590751,16:05:51,20210509
8,2012-12-31,CSOD,USD,2013-03-01,2013-03-01 16:43:18,FY,-31390000.0,7037000.0,-965000.0,12207000.0,-32221000.0,-12254000.0,0.0,190000.0,27535000.0,101000.0,10294000.0,-2123000.0,0.0,0.0,0.0,0.0,-19581000.0,-3429000.0,0.0,0.0,0.0,0.0,312000.0,8000.0,-8967000.0,76442000.0,85409000.0,10294000.0,-7153000.0,3141000.0,https://www.sec.gov/Archives/edgar/data/1401680/000140168013000003/0001401680-13-000003-index.htm,https://www.sec.gov/Archives/edgar/data/1401680/000140168013000003/a10-k2012.htm,1620590751,16:05:51,20210509
9,2011-12-31,CSOD,USD,2012-03-06,2012-03-06 17:27:04,FY,-63900000.0,3714000.0,0.0,4502000.0,77253000.0,-13308000.0,0.0,915000.0,59756000.0,-17514000.0,1832000.0,-784000.0,0.0,-34079000.0,34000000.0,0.0,-3885000.0,-11184000.0,90539000.0,0.0,0.0,-4039000.0,80639000.0,-244000.0,78342000.0,85409000.0,7067000.0,1832000.0,-3806000.0,-1974000.0,https://www.sec.gov/Archives/edgar/data/1401680/000119312512099363/0001193125-12-099363-index.htm,https://www.sec.gov/Archives/edgar/data/1401680/000119312512099363/d284832d10k.htm,1620590751,16:05:51,20210509
10,2010-12-31,CSOD,USD,2010-12-31,2010-12-31,FY,-48370000.0,2636000.0,0.0,907000.0,-13170000.0,-8801000.0,0.0,2225000.0,-17497000.0,37281000.0,166000.0,-818000.0,0.0,0.0,0.0,-1888000.0,-2898000.0,-18355000.0,0.0,0.0,0.0,-1515000.0,1738000.0,0.0,-994000.0,7067000.0,8061000.0,166000.0,-1010000.0,-844000.0,,,1620590751,16:05:51,20210509
11,2009-12-31,CSOD,USD,2009-12-31,2009-12-31,FY,-8392000.0,1286000.0,0.0,331000.0,3765000.0,-3272000.0,0.0,468000.0,-4327000.0,2265000.0,-1633000.0,-76000.0,0.0,0.0,0.0,-1495000.0,-1599000.0,-4300000.0,0.0,-32000.0,0.0,-322000.0,8003000.0,0.0,4771000.0,8061000.0,3290000.0,-1633000.0,-104000.0,-1737000.0,,,1620590751,16:05:51,20210509
12,2008-12-31,CSOD,USD,2008-12-31,2008-12-31,FY,-10183000.0,955000.0,0.0,242000.0,2145000.0,-3514000.0,0.0,76000.0,-8092000.0,855000.0,-5986000.0,-221000.0,0.0,0.0,0.0,-1045000.0,-1282000.0,-6650000.0,0.0,0.0,0.0,-146000.0,-551000.0,0.0,-7819000.0,3290000.0,11109000.0,-5986000.0,-237000.0,-6223000.0,,,1620590751,16:05:51,20210509
