,date,symbol,reportedCurrency,fillingDate,acceptedDate,period,netIncome,depreciationAndAmortization,deferredIncomeTax,stockBasedCompensation,changeInWorkingCapital,accountsReceivables,inventory,accountsPayables,otherWorkingCapital,otherNonCashItems,netCashProvidedByOperatingActivities,investmentsInPropertyPlantAndEquipment,acquisitionsNet,purchasesOfInvestments,salesMaturitiesOfInvestments,otherInvestingActivites,netCashUsedForInvestingActivites,debtRepayment,commonStockIssued,commonStockRepurchased,dividendsPaid,otherFinancingActivites,netCashUsedProvidedByFinancingActivities,effectOfForexChangesOnCash,netChangeInCash,cashAtEndOfPeriod,cashAtBeginningOfPeriod,operatingCashFlow,capitalExpenditure,freeCashFlow,link,finalLink,timestamp,est_time,est_date
0,2017-12-31,P,USD,2018-02-26 00:00:00,2018-02-26 16:33:06,FY,-518395000.0,62948000.0,0.0,128431000.0,-61453000.0,-36760000.0,0.0,9053000.0,-1159000.0,24093000.0,-210709000.0,-35813000.0,0.0,0.0,42082000.0,-642000.0,129946000.0,-90000000.0,10926000.0,0.0,0.0,-30511000.0,380193000.0,223000.0,299653000.0,499597000.0,199944000.0,-210709000.0,-35813000.0,-246522000.0,https://www.sec.gov/Archives/edgar/data/1230276/000123027618000019/0001230276-18-000019-index.html,https://www.sec.gov/Archives/edgar/data/1230276/000123027618000019/p-12312017x10k.htm,1620596285,17:38:05,20210509
1,2016-12-31,P,USD,2017-02-16 00:00:00,2017-02-15 20:43:46,FY,-342978000.0,60757000.0,0.0,138458000.0,-65448000.0,-35710000.0,0.0,5294000.0,9804000.0,27115000.0,-181691000.0,-89979000.0,0.0,-12413000.0,51163000.0,-250000.0,-52155000.0,0.0,9701000.0,0.0,0.0,-3401000.0,99757000.0,-634000.0,-134723000.0,199944000.0,334667000.0,-181691000.0,-89979000.0,-271670000.0,https://www.sec.gov/Archives/edgar/data/1230276/000123027617000011/0001230276-17-000011-index.html,https://www.sec.gov/Archives/edgar/data/1230276/000123027617000011/p-12312016x10k.htm,1620596285,17:38:05,20210509
2,2015-12-31,P,USD,2016-02-18 00:00:00,2016-02-18 16:46:55,FY,-169661000.0,24458000.0,0.0,111645000.0,-14677000.0,-55904000.0,0.0,18080000.0,10951000.0,4242000.0,-42082000.0,-32074000.0,0.0,-140980000.0,340354000.0,0.0,-102266000.0,-8909000.0,7552000.0,0.0,0.0,-54609000.0,303135000.0,-77000.0,158710000.0,334667000.0,175957000.0,-42082000.0,-32074000.0,-74156000.0,https://www.sec.gov/Archives/edgar/data/1230276/000123027616000057/0001230276-16-000057-index.html,https://www.sec.gov/Archives/edgar/data/1230276/000123027616000057/p-12312015x10k.htm,1620596285,17:38:05,20210509
3,2014-12-31,P,USD,2015-02-11,2015-02-11 16:59:46,FY,-30406000.0,15431000.0,0.0,87055000.0,-58292000.0,-54414000.0,0.0,12520000.0,-28238000.0,4366000.0,20744000.0,-29754000.0,0.0,-340679000.0,258518000.0,0.0,-111915000.0,0.0,6438000.0,0.0,0.0,-1671000.0,21661000.0,-288000.0,-69798000.0,175957000.0,245755000.0,20744000.0,-29754000.0,-9010000.0,https://www.sec.gov/Archives/edgar/data/1230276/000123027615000005/0001230276-15-000005-index.htm,https://www.sec.gov/Archives/edgar/data/1230276/000123027615000005/p-12312014x10k.htm,1620596285,17:38:05,20210509
4,2013-12-31,P,USD,2014-02-14,2014-02-14 11:57:31,FY,-8000.0,7076000.0,0.0,25500000.0,0.0,-36672000.0,0.0,4963000.0,82644000.0,0.0,-250000.0,-7580000.0,0.0,-65168000.0,0.0,0.0,15185000.0,0.0,6669000.0,0.0,0.0,0.0,6669000.0,0.0,21599000.0,65725000.0,44126000.0,-250000.0,-7580000.0,-7830000.0,https://www.sec.gov/Archives/edgar/data/1230276/000104746914000909/0001047469-14-000909-index.htm,https://www.sec.gov/Archives/edgar/data/1230276/000104746914000909/a2218261z10-kt.htm,1620596285,17:38:05,20210509
5,2013-01-31,P,USD,2013-03-18 00:00:00,2013-03-18 16:08:12,FY,-38148000.0,7076000.0,0.0,25500000.0,3432000.0,-36672000.0,0.0,4963000.0,10034000.0,1507000.0,-250000.0,-7580000.0,0.0,-65168000.0,87933000.0,0.0,15185000.0,0.0,6877000.0,0.0,0.0,-208000.0,6669000.0,-5000.0,21599000.0,65725000.0,44126000.0,-250000.0,-7580000.0,-7830000.0,https://www.sec.gov/Archives/edgar/data/1230276/000104746913002959/0001047469-13-002959-index.html,https://www.sec.gov/Archives/edgar/data/1230276/000104746913002959/a2212806z10-k.htm,1620596285,17:38:05,20210509
6,2012-01-31,P,USD,2012-03-19 00:00:00,2012-03-16 17:38:09,FY,-16107000.0,4455000.0,0.0,9187000.0,3112000.0,-24526000.0,0.0,0.0,8763000.0,4499000.0,5878000.0,-11644000.0,0.0,-66890000.0,19984000.0,-520000.0,-59070000.0,-7596000.0,92706000.0,0.0,-31005000.0,-31005000.0,54270000.0,0.0,1078000.0,44126000.0,43048000.0,5878000.0,-11644000.0,-5766000.0,https://www.sec.gov/Archives/edgar/data/1230276/000119312512120024/0001193125-12-120024-index.html,https://www.sec.gov/Archives/edgar/data/1230276/000119312512120024/d280023d10k.htm,1620596285,17:38:05,20210509
7,2011-01-31,P,USD,2011-01-31,2011-01-31,FY,-1764000.0,1578000.0,0.0,1455000.0,938000.0,-22979000.0,0.0,0.0,0.0,1026000.0,3222000.0,-8256000.0,0.0,0.0,0.0,318000.0,-7893000.0,-392000.0,4348000.0,0.0,0.0,44000.0,31555000.0,0.0,26884000.0,43048000.0,16164000.0,3222000.0,-8256000.0,-5034000.0,,,1620596285,17:38:05,20210509
8,2010-01-31,P,USD,2010-01-31,2010-01-31,FY,-16753000.0,1145000.0,0.0,477000.0,-12801000.0,-14873000.0,0.0,0.0,0.0,477000.0,-27474000.0,-1892000.0,0.0,0.0,0.0,323000.0,-1569000.0,-6297000.0,122000.0,0.0,0.0,0.0,35599000.0,0.0,6556000.0,16164000.0,9608000.0,-27474000.0,-1892000.0,-29366000.0,,,1620596285,17:38:05,20210509
9,2009-01-31,P,USD,2009-01-31,2009-01-31,FY,-28228000.0,1170000.0,0.0,333000.0,12079000.0,-566000.0,0.0,0.0,0.0,333000.0,-14703000.0,-615000.0,0.0,0.0,8223000.0,-641000.0,6967000.0,-7779000.0,42000.0,0.0,0.0,14501000.0,13762000.0,0.0,6026000.0,9608000.0,3582000.0,-14703000.0,-615000.0,-15318000.0,,,1620596285,17:38:05,20210509
